NumB_1_1erLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,1,TMT-B_1_1.png,TMT-B_1_1.png,TMT-B_1_1.png,10,0,0,0,0,10.003307400009362,None,10.003307400009362,None,11.185603300007642,None,1,1,0.7556999999942491,11.185603300007642,None,,001,2021_Oct_28_1625,TMTAB,2021.2.3,100.10581184179122,
A,2,TMT-B_1_1.png,TMT-B_1_1firstgreen.png,TMT-B_1_1firstred.png,10,0,1,1,1,,,,,12.05871820000175,None,1,0,0.5296187999920221,12.05871820000175,None,,001,2021_Oct_28_1625,TMTAB,2021.2.3,100.10581184179122,
2,1,TMT-B_1_1linestimulus0.png,TMT-B_1_1greenlinestimulus0.png,TMT-B_1_1redlinestimulus0.png,10,0,2,2,2,,,,,12.69013270000869,None,1,1,0.28910670000186656,12.69013270000869,None,,001,2021_Oct_28_1625,TMTAB,2021.2.3,100.10581184179122,
B,3,TMT-B_1_1linestimulus1.png,TMT-B_1_1greenlinestimulus1.png,TMT-B_1_1redlinestimulus1.png,10,0,3,3,3,,,,,13.093133100002888,None,1,0,0.27924570000323,13.093133100002888,None,,001,2021_Oct_28_1625,TMTAB,2021.2.3,100.10581184179122,
3,2,TMT-B_1_1linestimulus2.png,TMT-B_1_1greenlinestimulus2.png,TMT-B_1_1redlinestimulus2.png,10,0,4,4,4,,,,,13.481652800008305,None,1,0,0.2966604999965057,13.481652800008305,None,,001,2021_Oct_28_1625,TMTAB,2021.2.3,100.10581184179122,
C,1,TMT-B_1_1linestimulus3.png,TMT-B_1_1greenlinestimulus3.png,TMT-B_1_1redlinestimulus3.png,10,0,5,5,5,,,,,13.885325000010198,None,1,1,0.22614929999690503,13.885325000010198,None,,001,2021_Oct_28_1625,TMTAB,2021.2.3,100.10581184179122,
4,2,TMT-B_1_1linestimulus4.png,TMT-B_1_1greenlinestimulus4.png,TMT-B_1_1redlinestimulus4.png,10,0,6,6,6,,,,,14.218943100000615,None,1,0,0.18488450000586454,14.218943100000615,None,,001,2021_Oct_28_1625,TMTAB,2021.2.3,100.10581184179122,
D,3,TMT-B_1_1linestimulus5.png,TMT-B_1_1greenlinestimulus5.png,TMT-B_1_1redlinestimulus5.png,10,0,7,7,7,,,,,14.50984420000168,None,1,0,0.19249580000177957,14.50984420000168,None,,001,2021_Oct_28_1625,TMTAB,2021.2.3,100.10581184179122,
5,2,TMT-B_1_1linestimulus6.png,TMT-B_1_1greenlinestimulus6.png,TMT-B_1_1redlinestimulus6.png,10,0,8,8,8,,,,,14.79572310000367,None,1,0,0.17398289999982808,14.79572310000367,None,,001,2021_Oct_28_1625,TMTAB,2021.2.3,100.10581184179122,
E,1,TMT-B_1_1linestimulus7.png,TMT-B_1_1greenlinestimulus7.png,TMT-B_1_1redlinestimulus7.png,10,0,9,9,9,,,,,15.092971500009298,None,1,1,0.1242571000038879,15.092971500009298,None,,001,2021_Oct_28_1625,TMTAB,2021.2.3,100.10581184179122,
6,2,TMT-B_1_1linestimulus8.png,TMT-B_1_1greenlinestimulus8.png,TMT-B_1_1redlinestimulus8.png,10,0,10,10,10,,,,,15.323085099997115,None,1,0,0.11783270000887569,15.323085099997115,None,,001,2021_Oct_28_1625,TMTAB,2021.2.3,100.10581184179122,
F,3,TMT-B_1_1linestimulus9.png,TMT-B_1_1greenlinestimulus9.png,TMT-B_1_1redlinestimulus9.png,10,0,11,11,11,,,,,15.551996200010763,None,1,0,0.11711719998857006,15.551996200010763,None,,001,2021_Oct_28_1625,TMTAB,2021.2.3,100.10581184179122,
None,None,None,TMT-B_1_1greenlinestimulus10.png,TMT-B_1_1redlinestimulus10.png,1,0,12,12,12,,,,,15.780278100006399,None,1,0,0.1271744999976363,15.780278100006399,None,,001,2021_Oct_28_1625,TMTAB,2021.2.3,100.10581184179122,
